company,risk_category,sentence
jpmorgan,regulatory_risk,"A successful penetration or circumvention of the security of JPMorganChase’s systems or the systems of a vendor, governmental body or another market participant could cause serious negative consequences, including:
•
significant disruption of JPMorganChase’s operations and those of its clients, customers and
counterparties, including losing access to operational systems
•
misappropriation of confidential information of JPMorganChase or that of its clients, customers, counterparties, employees or regulators
•
disruption of or damage to JPMorganChase’s systems and those of its clients, customers and counterparties
•
the inability, or extended delays in the ability, to fully recover and restore data that has been stolen, manipulated or destroyed, or the inability to prevent systems from processing fraudulent transactions
•
demands that JPMorganChase pay a ransom to a malicious actor that has perpetrated a cybersecurity breach
•
unintended violations by JPMorganChase of applicable privacy and other laws
•
financial loss to JPMorganChase or to its clients, customers, counterparties or employees
•
losses to JPMorganChase in excess of cyber insurance policy coverage
•
loss of confidence in JPMorganChase’s cybersecurity and business resiliency measures
•
dissatisfaction among JPMorganChase’s clients, customers or counterparties
•
significant exposure to litigation and regulatory fines, penalties or other sanctions, and
•
harm to JPMorganChase’s reputation."
jpmorgan,regulatory_risk,"Any significant failure in this regard could diminish JPMorganChase’s ability to operate one or more of its businesses or result in:
•
potential liability to clients, counterparties and customers
•
higher compliance, operational or integration costs
•
higher litigation costs, including regulatory fines, penalties and other sanctions
•
damage to JPMorganChase’s reputation
•
impairment of JPMorganChase’s liquidity
•
regulatory intervention, or
•
weaker competitive standing."
jpmorgan,regulatory_risk,"Governmental authorities around the world have adopted and are considering the adoption of numerous legislative and regulatory initiatives concerning privacy, data protection and security."
jpmorgan,regulatory_risk,"Implementing processes relating to JPMorganChase’s collection, use, sharing and storage of personal information to comply with all applicable laws, rules and regulations in all relevant jurisdictions, including where the laws of different jurisdictions are in conflict, can:
•
increase JPMorganChase’s compliance and operating costs
•
hinder the development of new products or services, curtail the offering of existing products or services, or affect how products and services are offered to clients and customers
•
demand significant oversight by JPMorganChase’s management, and
•
require JPMorganChase to structure its businesses, operations and systems in less efficient ways."
jpmorgan,regulatory_risk,"JPMorganChase could be exposed to litigation or regulatory fines, penalties or other sanctions if personal information of clients, customers, employees or others were to be mishandled or misused, such as situations where such information is:
•
erroneously provided to parties who are not permitted to have the information, or
•
intercepted or otherwise compromised by unauthorized third parties."
jpmorgan,regulatory_risk,"Failure to manage these risks or to implement effective countermeasures could lead to unauthorized transactions, financial losses, reputational damage and increased regulatory scrutiny."
jpmorgan,regulatory_risk,"Furthermore, any failure or perceived failure by JPMorganChase to comply with applicable privacy or data protection laws, rules and regulations, or any failure to appropriately calibrate, manage and monitor access by employees or third parties to personal information, could subject JPMorganChase to inquiries, examinations and investigations that could result in requirements to modify or cease certain operations or practices, significant liabilities or regulatory fines, penalties or other sanctions."
jpmorgan,regulatory_risk,Some countries are considering or have adopted legislation implementing data protection requirements or requiring local storage and processing of data which could increase the cost and complexity of JPMorganChase’s delivery of products and services.
jpmorgan,regulatory_risk,"Any significant failure or disruption of JPMorganChase’s operations or operational systems, or the occurrence of one or more extraordinary events that are beyond its control, could:
•
hinder JPMorganChase’s ability to provide services to its clients and customers or to transact with its counterparties
•
require it to expend significant resources to correct the failure or disruption or to address the event
•
cause it to incur losses or liabilities, including from loss of revenue, damage to or loss of property, or injuries
•
disrupt market infrastructure systems on which JPMorganChase’s businesses rely
•
expose it to litigation or regulatory fines, penalties or other sanctions, and
•
harm its reputation."
jpmorgan,regulatory_risk,"JPMorganChase relies on accurate, timely and complete data to effectively operate its systems and processes, including:
•
assessing risk exposures and limits
•
monitoring and detecting fraudulent transactions and cyber threats
•
developing or maintaining models and other analytical and judgment-based estimations, including those that use machine learning or artificial intelligence
•
implementing and maintaining compliance programs, and
•
preparing financial statements, disclosures and regulatory reports, as well as internal reporting
Any deficiencies in JPMorganChase’s data management processes, including with respect to the accuracy or completeness of data, the timeliness of data collection, the analysis or validation of data, or the safeguarding of data could undermine the reliability and effectiveness of its operations, including:
•
risk management practices, including inaccurate or untimely risk reporting
•
delivery of regulatory reporting or internal or external financial reporting
•
compliance practices, such as those relating to transaction monitoring, customer screening, blocking and rejecting transactions, recordkeeping or reporting
•
business activities, such as those related to managing JPMorganChase's market-making positions and liquidity and capital levels, including reliance on timely data for informed decision-making
•
providing services to clients and customers, including transaction processing, lending services, account management and customer support, or
•
fraud detection and prevention processes."
jpmorgan,regulatory_risk,"Any or all of these factors could impair the ability of JPMorganChase to make sound business decisions, cause it to incur higher operational and compliance costs, result in operational breakdowns or failure to meet its regulatory requirements, negatively affect clients and customers, or lead to reputational harm."
jpmorgan,regulatory_risk,Enhanced regulatory and other standards for the oversight of vendors and other service providers can result in higher costs and other potential exposures.
jpmorgan,regulatory_risk,"JPMorganChase must comply with enhanced regulatory and other standards associated with doing
business with vendors and other service providers, including standards relating to the outsourcing of functions as well as the performance of significant banking and other functions by subsidiaries."
jpmorgan,regulatory_risk,"Specifically, any such failure could result in:
•
potential harm to clients and customers, and any liability associated with that harm
•
regulatory fines, penalties or other sanctions
•
lower revenues, and the opportunity cost from lost revenues
•
increased operational costs, or
•
harm to JPMorganChase’s reputation."
jpmorgan,regulatory_risk,"Any such inadequacy or lapse could:
•
hinder the timely escalation of material risk issues to JPMorganChase’s senior management and Board of Directors
•
lead to business decisions that have negative outcomes for JPMorganChase
•
require significant resources and time to remediate
•
lead to non-compliance with laws, rules and regulations
•
attract heightened regulatory scrutiny
•
expose JPMorganChase to litigation, regulatory investigations or regulatory fines, penalties or other sanctions
•
lead to potential harm to customers and clients, and any liability associated with that harm
•
harm its reputation, or
•
otherwise diminish confidence in JPMorganChase."
jpmorgan,regulatory_risk,"JPMorganChase could recognize unexpected losses, its capital levels could be reduced and it could face greater regulatory scrutiny if its models, estimations or judgments, including those used in its financial statements, are inadequate or incorrect."
jpmorgan,regulatory_risk,"JPMorganChase’s businesses and operations are subject to complex and evolving laws, rules and regulations, both within and outside the U.S., requiring continuous enhancements to various disclosures in its financial statements and regulatory reports."
jpmorgan,regulatory_risk,"Any such lapse, weakness or
deficiency could result in inaccurate financial reporting which, in turn, could:
•
materially and adversely affect JPMorganChase’s business and results of operations or financial condition
•
restrict its ability to access the capital markets
•
require it to expend significant resources to correct the lapse, weakness or deficiency
•
expose it to litigation or regulatory fines, penalties or other sanctions
•
harm its reputation, or
•
otherwise diminish investor confidence in JPMorganChase."
jpmorgan,regulatory_risk,"If management makes choices about these strategies and goals that prove to be incorrect, are based on incomplete, inaccurate or fraudulent information, do not accurately assess the competitive landscape and industry trends, or fail to address changing regulatory and market environments or the expectations of clients, customers, investors, employees and other stakeholders, then the franchise values and growth prospects of JPMorganChase’s businesses may suffer and its earnings could decline."
jpmorgan,regulatory_risk,"Potential adverse impacts of transition risks to JPMorganChase, its clients or customers include:
•
sudden devaluation of assets, including unanticipated write-downs (“stranded assets”)
•
increased operational and compliance costs driven by changes in climate policy
•
increased energy costs driven by governmental actions and initiatives such as emission pricing and accelerated decarbonization policies
•
negative consequences to business models, and the need to make changes in response to those consequences, and
•
damage to JPMorganChase’s reputation, including due to any perception that its business practices are contrary to public policy or the preferences of different stakeholders."
jpmorgan,regulatory_risk,"Conduct
Conduct failure by JPMorganChase employees can harm clients and customers, impact market integrity, damage JPMorganChase’s reputation and trigger litigation and regulatory action."
jpmorgan,regulatory_risk,"Some examples of this include:
•
improperly selling and marketing JPMorganChase’s products or services
•
engaging in insider trading, market manipulation or unauthorized trading
•
engaging in improper or fraudulent behavior in connection with government relief programs
•
facilitating a transaction where a material objective is to achieve a particular tax, accounting or financial disclosure treatment that may be subject to scrutiny by governmental or regulatory authorities, or where the proposed treatment is unclear or may not reflect the economic substance of the transaction
•
failing to fulfill fiduciary obligations or other duties owed to clients or customers
•
violating antitrust or anti-competition laws by colluding with other market participants
•
using electronic communications channels that have not been approved by JPMorganChase
•
engaging in discriminatory behavior or harassment with respect to clients, customers or employees, or acting contrary to JPMorganChase’s goal of fostering an inclusive workplace
•
managing or reporting risks in ways that subordinate JPMorganChase’s risk appetite to business performance goals or employee compensation objectives, and
•
misappropriating property, confidential or proprietary information, or technology assets belonging to JPMorganChase, its clients and customers or third parties."
jpmorgan,regulatory_risk,"The consequences of any failure by one or more employees to conduct themselves in accordance with JPMorganChase’s expectations, policies or practices could include litigation, or regulatory or other governmental investigations or enforcement actions."
jpmorgan,regulatory_risk,"Any of these proceedings or actions could result in judgments, settlements, fines, penalties or other sanctions, or lead to:
•
financial losses
•
increased operational and compliance costs
•
greater scrutiny by regulators and other parties
•
regulatory actions that require JPMorganChase to restructure, curtail or cease certain of its activities
•
the need for significant oversight by JPMorganChase’s management
•
loss of clients or customers, and
•
harm to JPMorganChase’s reputation."
jpmorgan,regulatory_risk,"Damage to JPMorganChase’s reputation can therefore cause significant harm to JPMorganChase’s business and prospects, and can arise from numerous sources, including:
•
employee misconduct, including discriminatory behavior or harassment with respect to clients, customers or employees, or actions that are contrary to JPMorganChase’s goal of fostering an inclusive workplace
•
security breaches, including as a result of cyber attacks
•
failure to safeguard client, customer or employee information
•
failure to manage risks associated with its client relationships, or with transactions or business activities in which JPMorganChase or its clients engage, including transactions or activities that may be unpopular among one or more constituencies
•
rapid and broad dissemination of misinformation and disinformation across the media landscape, including social networking sites
•
incorrect, biased or misleading results or content generated by artificial intelligence, leading to harmful outcomes, including discrimination in lending practices against vulnerable populations, fraud, manipulation of customers, privacy breaches or intellectual property infringement
•
deficiencies or perceived failures in managing ESG-related initiatives, including modifying or failing to meet publicly-announced targets
•
operational failures
•
litigation or regulatory fines, penalties or other sanctions
•
actions taken in executing regulatory and governmental requirements during a global or regional health emergency, spread of infectious disease, epidemic or pandemic
•
regulatory investigations or enforcement actions, or resolutions of these matters, and
•
failure or perceived failure to comply with laws, rules or regulations by JPMorganChase or its clients,
Part I
customers, counterparties or other parties, including newly-acquired businesses, companies in which JPMorganChase has made principal investments, parties to joint ventures with JPMorganChase, and vendors with which JPMorganChase does business."
jpmorgan,regulatory_risk,"In addition, JPMorganChase has been and expects that it will continue to be criticized by activists, politicians and other members of the public concerning business practices or positions taken by JPMorganChase with respect to matters of public policy (such as diversity, equity and inclusion initiatives) or regarding transactions or other business or interactions between JPMorganChase and governmental or regulatory bodies."
jpmorgan,regulatory_risk,"Furthermore, JPMorganChase's relationships or ability to transact with clients and customers, and with governmental or regulatory bodies in jurisdictions in which JPMorganChase does business, could be adversely affected if its decisions with respect to doing business with companies in certain sensitive industries are perceived to harm those companies or to align with particular political viewpoints."
jpmorgan,regulatory_risk,"In all of these cases, JPMorganChase’s reputation and its business and results of operations could be harmed by:
•
greater scrutiny from governmental or regulatory bodies, or further criticism from politicians and other members of the public, including in the form of governmental or regulatory investigations or litigation
•
unfavorable coverage or commentary in the media, including through social media campaigns
•
certain clients and customers ceasing doing business with JPMorganChase, and encouraging others to do so
•
impairment of JPMorganChase’s ability to attract new clients and customers, to expand its relationships with existing clients and customers, or to hire or retain employees, or
•
certain investors opting to divest from investments in securities of JPMorganChase."
jpmorgan,regulatory_risk,"JPMorganChase can become subject to litigation, enforcement actions, and heightened regulatory scrutiny, and its reputation can be damaged, by the failure or perceived failure to:
•
adequately address or appropriately disclose conflicts of interest, including potential conflicts of interest that may arise in connection with providing multiple products and services in, or having one or more investments related to, the same transaction
•
identify and address any conflict of interest that a third party with which it is does business may have with respect to a transaction involving JPMorganChase
•
deliver appropriate standards of service and quality
•"
jpmorgan,regulatory_risk,"treat clients and customers fairly and with the appropriate standard of care
•
use client and customer data responsibly and in a manner that meets legal requirements and regulatory expectations
•
provide fiduciary products or services in accordance with the applicable legal and regulatory standards, or
•
handle or use confidential information of customers or clients appropriately and in compliance with applicable data protection and privacy laws, rules and regulations."
jpmorgan,regulatory_risk,"A failure or perceived failure to appropriately address conflicts of interest or fiduciary obligations could result in customer dissatisfaction, litigation and regulatory fines, penalties or other sanctions, and heightened regulatory scrutiny and enforcement actions, all of which can lead to lost revenue and higher operating costs and cause serious harm to JPMorganChase’s reputation."
jpmorgan,regulatory_risk,"JPMorganChase’s business and operations in certain countries can be adversely affected by local economic, political, regulatory and social factors."
jpmorgan,regulatory_risk,"Some of the countries in which JPMorganChase conducts business have economies or markets that are less developed and more volatile or may have political, legal and regulatory regimes that are less established or predictable than other countries in which JPMorganChase operates."
jpmorgan,regulatory_risk,"These economic, political, regulatory and social developments have in the past resulted in, and in the future could lead to, conditions that can adversely affect JPMorganChase’s operations in those countries and impair the revenues, growth and profitability of those operations."
jpmorgan,regulatory_risk,"Legal
JPMorganChase faces significant legal risks from litigation and formal and informal regulatory and government investigations."
jpmorgan,regulatory_risk,"As a participant in the financial services industry, it is likely that JPMorganChase will continue to experience a high level of litigation and regulatory and government investigations related to its businesses and operations."
jpmorgan,regulatory_risk,"Regulators and other government agencies conduct examinations of JPMorganChase and its subsidiaries both on a routine basis and in targeted exams, and JPMorganChase’s businesses and operations are subject to heightened regulatory oversight."
jpmorgan,regulatory_risk,"This heightened regulatory scrutiny, or the results of such an investigation or examination, may lead to additional regulatory investigations or enforcement actions."
jpmorgan,regulatory_risk,"JPMorganChase could become subject to a significant regulatory investigation and be unable to disclose specific information concerning that investigation to the public if such a disclosure would violate JPMorganChase’s obligations under applicable rules and regulations to maintain the confidentiality of confidential supervisory information, even if the resolution of that investigation could have a material adverse effect on JPMorganChase’s business, operations, results or financial condition."
jpmorgan,regulatory_risk,"Regulatory investigations, examinations or other initiatives by U.S. and non-U.S. governmental authorities may subject JPMorganChase to judgments, settlements, fines, penalties or other sanctions, and may require JPMorganChase to restructure its operations and activities or to cease offering certain products or services."
jpmorgan,regulatory_risk,"In addition, the extent of JPMorganChase’s exposure to legal and regulatory matters can be unpredictable and could, in some cases, exceed the amount of reserves that JPMorganChase has established for those matters."
jpmorgan,competitive_risk,"Because governmental policies in one jurisdiction may differ or conflict with those in other jurisdictions, JPMorganChase may face negative consequences regardless of the course of action it takes or elects not to take, including:
•
restrictions or prohibitions on doing business within a particular jurisdiction, or with governmental entities in a jurisdiction
•
the threat of enforcement actions, including under antitrust or other anti-competition laws, rules and regulations, and
•
harm to its reputation arising from public criticism, including from politicians, activists and other stakeholders."
jpmorgan,competitive_risk,Heightened competition for certain types of consumer loans could prompt industry-wide reactions such as significant reductions in the pricing or margins of those loans or the making of loans to less-creditworthy borrowers.
jpmorgan,competitive_risk,JPMorganChase faces significant and increasing competition in the rapidly evolving financial services industry.
jpmorgan,competitive_risk,JPMorganChase expects that competition in the U.S. and global financial services industry will continue to be intense.
jpmorgan,competitive_risk,JPMorganChase cannot provide assurance that the significant competition in the financial services industry will not materially and adversely affect its future results of operations.
jpmorgan,competitive_risk,"For example, aggressive or less disciplined lending practices by non-bank competitors could lead to a loss of market share for traditional banks, and in an economic downturn could result in instability in the financial services industry and adversely impact other market participants, including JPMorganChase."
jpmorgan,competitive_risk,"Ongoing or increased competition may put pressure on the pricing for JPMorganChase’s products and services or may cause JPMorganChase to lose market share, particularly with respect to traditional banking products."
jpmorgan,competitive_risk,"This competition may be based on quality and variety of products and services offered, transaction execution, innovation, reputation and price."
jpmorgan,competitive_risk,"Increased competition also may require JPMorganChase to make additional capital investments in its businesses, or to extend more of its capital on behalf of its clients to remain competitive."
jpmorgan,competitive_risk,"JPMorganChase’s employees are its most important resource, and in many areas of the financial services industry, competition for qualified personnel is intense."
jpmorgan,liquidity_risk,"Any of the risk factors discussed below could by itself, or combined with other factors, materially and adversely affect JPMorganChase’s business, results of operations, financial condition, capital position, liquidity, competitive position or reputation, including by materially increasing expenses or decreasing revenues, which could result in material losses or a decrease in earnings."
jpmorgan,liquidity_risk,"In response to new and existing laws, rules and regulations and expanded supervision, JPMorganChase has in the past been and could in the future be, required to:
•
limit the products and services that it offers
•
reduce the liquidity that it can provide through its market-making activities
•
refrain from engaging in business opportunities that it might otherwise pursue
•
pay higher taxes (including as part of any minimum global tax regime), assessments, levies or other governmental charges, including in connection with the resolution of tax examinations
•
incur losses, including with respect to fraudulent transactions perpetrated against its customers
•
dispose of certain assets, and do so at times or prices that are disadvantageous
•
impose restrictions on certain business activities, or
•
increase the prices that it charges for products and services, which could reduce the demand for them."
jpmorgan,liquidity_risk,Requirements for the orderly resolution of JPMorganChase could result in JPMorganChase having to restructure or reorganize its businesses and could increase its funding or operational costs or curtail its businesses.
jpmorgan,liquidity_risk,"Any such determinations or modifications could result in JPMorganChase needing to make changes to its legal entity structure or to certain internal or external activities, which could increase its funding or operational costs, or hamper its ability to serve clients and customers."
jpmorgan,liquidity_risk,"If the Federal Reserve and the FDIC were both to determine that a resolution plan submitted by JPMorganChase has deficiencies, they could jointly impose more stringent capital, leverage or liquidity requirements or restrictions on JPMorganChase’s growth, activities or operations."
jpmorgan,liquidity_risk,"Any of these potential outcomes could cause JPMorganChase to suffer losses on its market-making positions or in its investment portfolio, reduce its liquidity and capital levels, increase the allowance for credit losses or lead to higher net charge-offs, hamper its ability to deliver products and services to its clients and customers, and weaken its results of operations and financial condition or credit rating."
jpmorgan,liquidity_risk,"If JPMorganChase experiences significant losses in its investment portfolio or from market-making activities, this could reduce JPMorganChase’s profitability and its liquidity and capital levels, and thereby constrain the growth of its businesses."
jpmorgan,liquidity_risk,"In addition, at the time of any disposition of these financial instruments, the price that JPMorganChase ultimately realizes will depend on the demand and liquidity in the market at that time and may be materially lower than their current fair value."
jpmorgan,liquidity_risk,"Furthermore, disputes with counterparties concerning the valuation of collateral may increase in times of significant market stress, volatility or illiquidity, and JPMorganChase could suffer losses during these periods if it is unable to realize the fair value of collateral or to manage declines in the value of collateral."
jpmorgan,liquidity_risk,"These factors could adversely affect JPMorganChase’s capital position, funding costs and the profitability of its businesses."
jpmorgan,liquidity_risk,"Liquidity
JPMorganChase’s ability to operate its businesses could be impaired if its liquidity is constrained."
jpmorgan,liquidity_risk,A reduction in JPMorganChase’s liquidity may be caused by events over which it has little or no control.
jpmorgan,liquidity_risk,"For example, periods of market stress, low investor confidence and significant market illiquidity could result in higher funding costs for JPMorganChase and could limit its access to some of its traditional sources of liquidity."
jpmorgan,liquidity_risk,"JPMorganChase may need to raise funding from alternative sources if its access to stable and lower-cost sources of funding, such as deposits and borrowings from Federal Home Loan Banks, is reduced."
jpmorgan,liquidity_risk,Alternative sources of funding could be more expensive or limited in availability.
jpmorgan,liquidity_risk,"More generally, if JPMorganChase fails to effectively manage its liquidity, this could constrain its ability to fund or invest in its businesses and subsidiaries, and thereby adversely affect its results of operations."
jpmorgan,liquidity_risk,"The IHC is prohibited from paying dividends or extending credit to the Parent Company if certain capital or liquidity thresholds are breached, or if limits are otherwise imposed by the Parent Company’s management or Board of Directors."
jpmorgan,liquidity_risk,"These arrangements could also result in the Parent Company seeking protection under bankruptcy laws or otherwise entering into resolution proceedings at a time earlier than would have been the case absent the existence of the capital and liquidity thresholds to which JPMorgan Chase Bank, N.A. and the IHC are subject."
jpmorgan,liquidity_risk,Reductions in JPMorganChase’s credit ratings may adversely affect its liquidity and cost of funding.
jpmorgan,liquidity_risk,"A reduction in JPMorganChase’s credit ratings could curtail JPMorganChase’s business activities and reduce its profitability in a number of ways, including:
•
reducing its access to capital markets
•
materially increasing its cost of issuing and servicing securities
•
triggering additional collateral or funding requirements, and
•
decreasing the number of investors and counterparties that are willing or permitted to do business with or lend to JPMorganChase."
jpmorgan,liquidity_risk,"JPMorganChase has developed and uses a variety of models and other analytical and judgment-based estimations to measure, monitor and implement controls over its market, credit, capital, liquidity, operational and other risks."
jpmorgan,liquidity_risk,"The models and estimations that JPMorganChase uses, including those that use machine learning or artificial intelligence, may not be effective in all cases to identify, observe and mitigate risk due to a variety of factors, such as:
•
reliance on historical trends that may not persist in the future, including assumptions underlying the models and estimations such as correlations among certain market indicators or asset prices
•
inherent limitations associated with forecasting uncertain economic and financial outcomes
•
historical trend information may be incomplete, or may not be indicative of severely negative market conditions such as extreme volatility, dislocation or lack of liquidity
•
sudden illiquidity in markets or declines in prices of certain loans and securities may make it more difficult to value certain financial instruments
•
technology that is introduced to run models or estimations may not perform as expected, or may not be well understood by the personnel using the technology
•
models and estimations may contain erroneous data, valuations, formulas or algorithms
•
review processes may fail to detect flaws in models and estimations, and
Part I
•
models may inadvertently incorporate biases present in data used in the models."
jpmorgan,cybersecurity_risk,"JPMorganChase may be exposed not only to a systems failure or cyber attack that may be experienced by a vendor or market infrastructure with which JPMorganChase is directly connected, but also to a systems breakdown or cyber attack involving another party to which such a vendor or infrastructure is connected."
jpmorgan,cybersecurity_risk,"As JPMorganChase’s interconnectivity with clients, customers and other external parties continues to expand, JPMorganChase increasingly faces the risk of operational failure or cyber attacks with respect to the systems of those parties."
jpmorgan,cybersecurity_risk,"Furthermore, the widespread and expanding interconnectivity among financial institutions, clearing banks, CCPs, payments processors, financial technology companies, securities exchanges, clearing houses and other financial market infrastructures increases the risk that the disruption of an operational system involving one institution or entity, including due to a cyber attack, may cause industry-wide operational disruptions that could materially affect JPMorganChase’s ability to conduct business."
jpmorgan,cybersecurity_risk,A successful cyber attack affecting JPMorganChase could cause significant harm to JPMorganChase and its clients and customers.
jpmorgan,cybersecurity_risk,"JPMorganChase experiences numerous cyber attacks on its computer systems, software, networks and other technology assets on a daily basis from various actors, including groups acting on behalf of hostile countries, cyber-criminals, “hacktivists” (i.e., individuals or groups that use technology to promote a political agenda or social change) and others."
jpmorgan,cybersecurity_risk,"These cyber attacks can take many forms, including attempts to introduce computer viruses or malicious code, which are commonly referred to as “malware,” into JPMorganChase’s systems."
jpmorgan,cybersecurity_risk,"JPMorganChase also experiences:
•
distributed denial-of-service attacks intended to disrupt JPMorganChase’s websites, including those that provide online banking and other services,
•
a higher volume and complexity of cyber attacks against the backdrop of heightened geopolitical tensions, and
•
a high volume of disruptions to internet-based services used by JPMorganChase that are provided by third parties."
jpmorgan,cybersecurity_risk,"JPMorganChase has experienced security breaches due to cyber attacks in the past, and it is inevitable that additional breaches will occur in the future."
jpmorgan,cybersecurity_risk,"A principal reason that JPMorganChase cannot provide absolute security against cyber attacks is that it may not always be possible to anticipate, detect or recognize threats to JPMorganChase’s systems, or to
implement effective preventive measures against all breaches due to evolving risks, including:
•
the techniques used in cyber attacks evolve frequently and increase in sophistication, and therefore may not be recognized until launched or may go undetected for extended periods
•
cyber attacks can originate from a wide variety of sources, including JPMorganChase’s own employees, cyber-criminals, hacktivists, groups linked to terrorist organizations or hostile nation-states that can sustain malicious activities for extended periods, or third parties whose objective is to disrupt the operations of financial institutions more generally
•
JPMorganChase does not have control over the cybersecurity of the systems of the large number of clients, customers, counterparties and third-party service providers with which it does business, and
•
it is possible that a third party, after establishing a foothold on an internal network without being detected, may gain access to other networks and systems."
jpmorgan,cybersecurity_risk,"The risk of a security breach due to a cyber attack could increase in the future due to factors such as:
•
JPMorganChase’s ongoing expansion of its digital banking and other internet-based product offerings and its internal use of internet-based products and applications, including those that use cloud computing services
•
advances in artificial intelligence, such as the use of machine learning, generative artificial intelligence and quantum computing by malicious actors to develop more advanced social engineering attacks, including targeted phishing attacks
•
the inability to maintain the security of information transmitted by JPMorganChase due to advances in quantum computing that may counteract or nullify existing information protections, and
•
the acquisition and integration of new businesses."
jpmorgan,cybersecurity_risk,"The dynamic nature of the cyber threat landscape, including the pace of innovation and increased threat of novel attack methods, necessitates ongoing investment in, as well as enhancement and adaptation of, cybersecurity controls, including the adoption of enhanced security measures in certain jurisdictions."
jpmorgan,cybersecurity_risk,"The extent of a particular cyber attack, the methods and tools used by various actors, and the steps that JPMorganChase may need to take to investigate the attack may not be immediately clear, and it may take a significant amount of time before such an investigation can be completed."
jpmorgan,cybersecurity_risk,"While such an investigation is ongoing, JPMorganChase may not necessarily know the full extent of the harm caused by the cyber attack, and that damage may continue to spread."
jpmorgan,cybersecurity_risk,"These factors may inhibit JPMorganChase’s ability to provide rapid, full and reliable information about the cyber attack to its clients, customers, counterparties and regulators, as well as the public."
jpmorgan,cybersecurity_risk,"Furthermore, it may not be clear how best to contain and remediate the harm caused by the cyber attack, and certain errors or actions could be repeated or compounded before they are discovered and remediated."
jpmorgan,cybersecurity_risk,Any or all of these factors could further increase the costs and consequences of a cyber attack.
jpmorgan,cybersecurity_risk,"JPMorganChase’s business and operational systems could be seriously disrupted, and its reputation could be harmed, by events or contributing factors that are wholly or partially beyond its control, including material instances of:
•
cyber attacks
•
security breaches of its physical premises, including threats to health and safety
•
power, telecommunications or internet outages, or shutdowns of mass transit
•
failure of, or loss of access to, technology or operational systems, including any resulting loss of critical data
•
interruption of service from third-party service providers
•
damage to or loss of property or assets of JPMorganChase or third parties, and any consequent injuries, including in connection with any construction projects undertaken by JPMorganChase
•
effects of climate change
•
natural disasters or severe weather conditions
•
accidents such as explosions or structural failures
•
health emergencies, the spread of infectious diseases, epidemics or pandemics, or
•
events arising from local or larger-scale civil or political unrest, any outbreak or escalation of hostilities, or terrorist acts."
jpmorgan,cybersecurity_risk,"Aggressive actions by hostile governments or groups, including armed conflict or intensified cyber attacks, could expand in unpredictable ways by drawing in other countries or escalating into full-scale war with potentially catastrophic consequences, particularly if one or more of the combatants possess nuclear weapons."
jpmorgan,cybersecurity_risk,JPMorganChase could also experience more numerous and aggressive cyber attacks launched by or under the sponsorship of one or more of the adversaries in such a conflict.
caterpillar,market_risk,"The demand for our products and services tends to be cyclical and can be significantly reduced in periods of economic weakness characterized by lower levels of government and business investment, lower levels of business confidence, lower corporate earnings, high real interest rates, lower credit activity or tighter credit conditions, perceived or actual industry overcapacity, higher unemployment and lower consumer spending."
caterpillar,market_risk,"Commodity price volatility may be abrupt and unpredictable in response to global economic conditions, government actions, regulatory changes, supply/demand dynamics, innovation, and commodity substitutions among others."
caterpillar,market_risk,"Commodity price changes, material price increases, fluctuations in demand for our products and services, significant disruptions to our supply chains or significant shortages of labor and material may adversely impact our financial results or our ability to meet commitments to customers."
caterpillar,market_risk,"Most countries where our products and services are sold have established central banks to regulate monetary systems and influence economic activities, generally by adjusting interest rates."
caterpillar,market_risk,"Interest rate changes affect overall economic growth, which affects demand for residential and nonresidential structures, as well as energy and mined products, which in turn affects sales of our products and services that support these activities."
caterpillar,market_risk,"Interest rate changes may also affect our customers’ ability to finance machine purchases, can change the optimal time to keep machines in a fleet and can impact the ability of our suppliers to finance the production of parts and components necessary to manufacture and support our products."
caterpillar,market_risk,Increases in interest rates could negatively impact sales and create supply chain inefficiencies.
caterpillar,market_risk,"Table of Contents
Changes in interest rates or market liquidity conditions could adversely affect Cat Financial's and our earnings and/or cash flow."
caterpillar,market_risk,Changes in interest rates and market liquidity conditions could have an adverse impact on Cat Financial's and our earnings and cash flows.
caterpillar,market_risk,"Changes in market interest rates may influence its and our borrowing costs, returns on financial investments and the valuation of derivative contracts."
caterpillar,market_risk,"Because a significant number of the loans made by Cat Financial are made utilizing fixed interest rates, its business results are subject to fluctuations in interest rates."
caterpillar,market_risk,"Certain loans made by Cat Financial and various financing extended to Cat Financial are made at variable rates that use floating reference rates or indices, including the Secured Overnight Financing Rate (SOFR) as a benchmark for establishing the interest rate."
caterpillar,market_risk,"Cat Financial manages interest rate and market liquidity risks through a variety of techniques that include a match funding strategy, the selective use of derivatives and a broadly diversified funding program."
caterpillar,market_risk,"There can be no assurance, however, that fluctuations in interest rates and market liquidity conditions will not have an adverse impact on its and our earnings and cash flows."
caterpillar,market_risk,"The creditworthiness of each customer and the rate of delinquencies, repossessions and net losses on customer obligations are directly impacted by several factors, including relevant industry and economic conditions, the availability of capital, the experience and expertise of the customer's management team, commodity prices, political events and the sustained value of the underlying collateral."
